,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count
2965,"Mulai dari penyaluran kredit yang mendukung kegiatan ekonomi hijau, hingga inisiatif pengembangan kapasitas sumber daya manusia yang berfokus pada inklusi dan pemberdayaan.",green credit and human capital development,s,positive,action,1
2966,NILAI EKONOMI BAGI PARA PEMANGKU KEPENTINGAN Economic Value for Stakeholders,economic value for stakeholders,none,neutral,outcome,1
2967,"Namun demikian, hal ini tidak mengurangi semangat dan usaha BRMS untuk tetap meningkatkan upayanya dalam mengurangi dampak iklim.",climate impact reduction,s,positive,commitment,1
2968,"Namun demikian, hal ini tidak mengurangi semangat dan usaha BRMS untuk tetap meningkatkan upayanya dalam mengurangi dampak iklim.",commitment to reducing climate impact,e,positive,commitment,1
2969,"Namun demikian, kami senantiasa berkomitmen untuk memberikan dukungan melalui berbagai bentuk inisiatif dalam konteks produk ramah lingkungan sepanjang tahun 2023 antara lain imbauan untuk mengurangi penggunaan kertas untuk keperluan mencetak dokumen dalam kegiatan operasional sehari-hari dan imbauan untuk mengurangi penggunaan plastik untuk dan mendorong penggunaan wadah makan/minum dari material non-plastik.",eco-friendly initiatives,s,positive,action,1
2970,"Namun demikian, seluruh proses kegiatan operasional harus efisien sehingga tidak banyak mengeluarkan emisi yang berasal dari pemakaian energi dalam proses multimedia.",emissions,e,positive,commitment,1
2971,"Namun, inovasi tidak akan berarti tanpa sentuhan manusia dan inilah alasan mengapa kami menanamkan empati dalam tindakan PEDULI kami, baik itu melalui pelayanan yang tulus maupun bantuan kepada mereka yang membutuhkan bantuan.",community engagement,e-s-g,positive,action,1
2972,Net Income (USD) | 69.782.445 | 4.038.209 | 1.264.725,economic performance,e-s-g,neutral,outcome,1
2973,Net Income (USD) | 69.782.445 | 4.038.209 | 1.264.725 |,profitability,g,neutral,outcome,1
2974,"Net Income US$ 1,264,725",net income,g,neutral,outcome,1
2975,"Net Revenue 18,423.8",economic performance - revenue,none,neutral,outcome,1
2976,"Net Revenue: 18,423.8 billion Rupiah (2021)",economic performance,none,neutral,outcome,1
2977,"Net revenue reached 18,423.8 billion Rupiah in 2021, with operating income of 490.2 billion Rupiah.",financial performance,e-s-g,neutral,outcome,1
2978,Net sales in 2022 increased by 13.81% compared to the previous year which amounted to Rp49.47 trillion.,revenue growth,none,positive,outcome,1
2979,"Nevertheless, the Company's management appreciates the achievement in 2023, which demonstrates the Company's ability to anticipate the impact of implementing the ASO policy while proving the dominance of the FTA TV owned by the Company.",management appreciation of achievements,e-s-g,positive,outcome,1
2980,"Nevertheless, we don't want to be complacent with the results achieved this year.",commitment to continuous improvement,s,positive,commitment,1
2981,"Nevertheless, we don't want to be complacent with the results achieved this year.",continuous improvement,s,positive,commitment,1
2982,Nielsen data also shows that average time viewing in 2023 increased compared to 2022.,increased average viewing time,e,positive,outcome,1
2983,Nilai inilah yang mampu membuat kami terus berkembang dan berkontribusi untuk kehidupan yang lebih baik bagi masyarakat dan lingkungan.,corporate values,none,positive,commitment,1
2984,"Nilai inilah yang menjadi landasan dalam setiap pengambilan keputusan, perencanaan bisnis, dan operasional BRMS yang sejalan dengan Kebijakan Keberlanjutan 1.0 yang telah kami tetapkan sejak 2023.",sustainability policy,none,positive,commitment,2
2985,"Nilai inilah yang menjadi landasan dalam setiap pengambilan keputusan, perencanaan bisnis, dan operasional BRMS yang sejalan dengan Kebijakan Keberlanjutan 1.0 yang telah kami tetapkan sejak 2023.",sustainability policy alignment,e,positive,commitment,1
2986,Nilai keberlanjutan bagi Perseroan kami wujudkan melalui strategi dalam mendukung kinerja operasional dan finansial PT Surya Citra Media Tbk.,sustainability value,e-s-g,positive,action,1
2987,Non-hazardous waste recycled increased by 7.3% compared to our 2018 baseline.,waste management,s,positive,outcome,1
2988,"Not only did this results form the foundation for our Sustainability-Linked Financing Framework, it also provided a metric for us in setting the key performance indicators.",sustainability-linked financing framework,s,positive,outcome,1
2989,"Number of employees was 3,786 in 2020, up from 3,529 in 2019",number of employees,g,neutral,outcome,1
2990,"Number of employees was 4,223 in 2020, up from 3,529 in 2019.",employee count,,neutral,outcome,1
2991,OHS Performance,safety performance,none,neutral,outcome,1
2992,OSH Program and Training,safety training,s,positive,action,1
2993,OSH Risk Identification,risk identification,e,neutral,action,1
2994,Obligasi global tersebut dijamin oleh Credit Guarantee and Investment Facility (CGIF) dan penjamin pelaksana efek dalam penerbitan global bond ini adalah Morgan Stanley Asia (Singapore) Pte. dan DBS Bank Ltd.,financial risk management,g,neutral,action,1
2995,Obligasi global tersebut dijamin oleh Credit Guarantee and Investment Facility (CGIF) dan penjamin pelaksana efek dalam penerbitan global bond ini adalah Morgan Stanley Asia (Singapore) Pte. dan DBS Bank Ltd.,guarantee and underwriting of global bonds,none,neutral,action,1
2996,"Obligasi global yang diterbitkan oleh Erajaya Digital telah mendapat peringkat ""AA"" dari Standard & Poor's (S&P).",credit rating,,positive,outcome,1
2997,"Obligasi global yang diterbitkan oleh Erajaya Digital telah mendapat peringkat ""AA"" dari Standard & Poor's (S&P).",credit rating of global bonds,e,positive,outcome,1
2998,Obligasi ini merupakan yang pertama untuk jenisnya pada industri agri-food global serta obligasi berwawasan lingkungan pertama dalam mata uang Dolar AS di Asia Tenggara,first environmental bond in agri-food industry,s,positive,outcome,1
2999,Obligasi ini merupakan yang pertama untuk jenisnya pada industri agri-food global serta obligasi berwawasan lingkungan pertama dalam mata uang Dolar AS di Asia Tenggara,innovative financing,e-g,positive,outcome,1
3000,Obligasi ini merupakan yang pertama untuk jenisnya pada industri agri-food global serta obligasi berwawasan lingkungan pertama dalam mata uang Dolar AS di Asia Tenggara.,innovation in sustainable financing,e-s-g,positive,outcome,1
3001,Obtained a committed unsecured bank term-loan worth Rp3.0 trillion.,financial strategy,s,positive,outcome,1
3002,"Oleh karena itu, Manajemen menerapkan strategi lima tahunnya untuk melakukan transformasi internal untuk membuat Perseroan lebih efektif dan efisien dalam melayani kebutuhan gaya hidup Konsumen, khususnya untuk kebutuhan perangkat telekomunikasi, gadget, aksesoris, konten dan layanan bernilai tambah lainnya.",company transformation,g,positive,action,1
3003,"Oleh karena itu, Manajemen menerapkan strategi lima tahunnya untuk melakukan transformasi internal untuk membuat Perseroan lebih efektif dan efisien dalam melayani kebutuhan gaya hidup Konsumen, khususnya untuk kebutuhan perangkat telekomunikasi, gadget, aksesoris, konten dan layanan bernilai tambah lainnya.",internal transformation strategy,e,positive,action,1
3004,"Oleh karena itu, Manajemen menerapkan strategi lima tahunnya untuk melakukan transformasi internal untuk membuat Perseroan lebih efektif dan efisien dalam melayani kebutuhan gaya hidup Konsumen, khususnya untuk kebutuhan perangkat telekomunikasi, gadget, aksesoris, konten dan layanan bernilai tambah lainnya.",strategic planning,e-s-g,positive,action,1
3005,"Oleh karena itu, Manajemen menerapkan strategi lima tahunnya untuk melakukan transformasi internal untuk membuat Perseroan lebih efektif dan efisien dalam melayani kebutuhan gaya hidup Konsumen, khususnya untuk kebutuhan perangkat telekomunikasi, gadget, aksesoris, konten dan layanan bernilai tambah lainnya.",transformasi perusahaan,,positive,action,1
3006,"Oleh sebab itu, kami senantiasa membangun ESG Expertise dan green business mindset untuk mempercepat terbentuknya ekosistem bisnis rendah karbon.",building esg expertise and a green business mindset,e,positive,action,1
3007,"On #GivingTuesday, GoTo hosted a virtual experience with Girls Friendly Society and Visit.org during which GoTo Gives volunteers attended a workshop to take on the vital task of writing inspirational letters to young girls.",community engagement,none,positive,action,1
3008,"On #GivingTuesday, GoTo hosted a virtual experience with Girls Friendly Society and Visit.org during which GoTo Gives volunteers attended a workshop to take on the vital task of writing inspirational letters to young girls.",gender equality initiatives,none,positive,action,1
3009,"On #GivingTuesday, GoTo hosted a virtual experience with Girls Friendly Society and Visit.org during which GoTo Gives volunteers attended a workshop to take on the vital task of writing inspirational letters to young girls.",philanthropy and volunteering,e,positive,action,1
3010,"On 30 April 2018, PT Multi Makanan Permai (MMP) and CIOMAS acquired the shares of PT Santosa Utama Lestari (SUL).",business expansion,e,neutral,action,1
3011,"On the environmental aspect, SCM has made various internal efforts to support the achievement of more environmentally friendly operations, such as reducing fuel consumption, electricity usage, and waste management according to 3R principle (reuse, reduce, recycle).",environmental initiatives,s,positive,action,1
3012,"On the other hand, We have successfully completed internal consolidation after couple of years and generated solid support from internal aspect, both in terms of personnel and infrastructure.",internal operations,none,positive,outcome,1
3013,"On the other hand, the Company shows its commitment to support the achievement of Sustainable Development Goals through sustainable operations for the environment through various innovation, efficiency, and conservation programs related to the environment.",sustainable development goals,none,positive,commitment,1
3014,"On the other hand, the Company shows its commitment to support the achievement of Sustainable Development Goals through sustainable operations for the environment through various innovation, efficiency, and conservation programs related to the environment.",sustainable development goals support,,positive,commitment,1
3015,"On the other hand, we are aware of the risks of extreme climate change, which can affect all aspects of human life, including the business world.",climate risk awareness,e,neutral,none,1
3016,"On this basis, in accordance with the Financial Services Authority (OJK) directives for KBMI 3 and 4, BNI initiated the Initial Phase of Climate Risk Stress Test (CRST) to evaluate the climate-related impacts of financial risks, whether short-, medium-, and long-term in June 2023.",climate risk management,s,neutral,action,1
3017,"Once again, we matched our global electricity usage with 100% renewable energy through the purchase of Energy Attribute Certificates (EACs), including Green-e certified Renewable Energy Credits (RECs) in the relevant geographies.",renewable energy,e,positive,outcome,1
3018,"Once again, we matched our global electricity usage with 100% renewable energy through the purchase of Energy Attribute Certificates (EACs), including Green-e certified Renewable Energy Credits (RECs) in the relevant geographies.",renewable energy procurement,e-s,positive,outcome,1
3019,"Once again, we matched our global electricity usage with 100% renewable energy through the purchase of Energy Attribute Certificates (EACs), including Green-e certified Renewable Energy Credits (RECs) in the relevant geographies.",renewable energy usage,e-g,positive,outcome,3
3020,"One longtime partner, Amazon Web Services (AWS), plans to achieve net-zero carbon emissions by 2040, and 'is on a path to power its operations, including AWS data centers, with 100% renewable energy by 2025.'",aws sustainability commitments,e-s-g,positive,commitment,1
3021,"One longtime partner, Amazon Web Services (AWS), plans to achieve net-zero carbon emissions by 2040, and 'is on a path to power its operations, including AWS data centers, with 100% renewable energy by 2025.'",net-zero carbon emissions,s,positive,commitment,1
3022,"One longtime partner, Amazon Web Services (AWS), plans to achieve net-zero carbon emissions by 2040, and 'is on a path to power its operations, including AWS data centers, with 100% renewable energy by 2025.'",supplier sustainability (aws),none,positive,commitment,1
3023,"One needs to understand its impacts, risks, and opportunities and to develop a strategy to manage the sustainability matters that are found to be material.",risk management,e,neutral,commitment,1
3024,One of the activities carried out is programmed reclamation in the affected area.,land rehabilitation,none,positive,action,1
3025,One of the challenges widely and globally attracting the attention of all parties is climate change.,climate change,e-s-g,neutral,none,1
3026,One of the programs that MRA implemented in 2023 was the Management Trainee program for the Assistant Manager position.,management trainee program,e-s-g,positive,action,3
3027,One of the programs that MRA implemented in 2023 was the Management Trainee program for the Assistant Manager position.,management trainee program implementation,e,positive,action,1
3028,"Opening of Erafone Megastore Outlets Bengkulu, Sumatra",business expansion,none,neutral,action,1
3029,"Opening of Erafone Megastore Outlets Bengkulu, Sumatra.",retail expansion,none,neutral,action,2
3030,"Opening of Erafone Megastore outlet in Banjarmasin, South Kalimantan",business expansion,e-s-g,neutral,action,1
3031,"Opening of Erafone Megastore outlet in Banjarmasin, South Kalimantan.",retail expansion,g,neutral,action,2
3032,"Opening of Erafone Megastore outlet in Palu, Central Sulawesi",business expansion,none,neutral,action,1
3033,"Opening of Erafone Megastore outlet in Palu, Central Sulawesi.",retail expansion,s,neutral,action,2
3034,Operating Income (Loss) 490.2,economic performance - profitability,e,neutral,outcome,1
3035,"Operating Income excluding Construction Income Rp15,565.9 Billion",operating income,s,neutral,outcome,1
3036,Operating profit in 2023 increased 17.2% from 2022 to reach IDR3.6 trillion.,operating profit,e,positive,outcome,1
3037,Operating profit in 2023 increased 17.2% from 2022 to reach IDR3.6 trillion.,profit growth,none,positive,outcome,1
3038,Operating profit in 2023 increased 17.2% from 2022 to reach IDR3.6 trillion. Our net profit in 2023 was IDR2.4 trillion,profit growth,g,positive,outcome,1
3039,Operating profit in 2023 increased 17.2% from 2022 to reach IDR3.6 trillion. Our net profit in 2023 was IDR2.4 trillion,profitability,s,positive,outcome,1
3040,"Operating profit totaled IDR3,069.5 billion, an increase from 2021 at IDR1,221.7 billion.",operating profit,,positive,outcome,1
3041,"Operational Toll Road 1,264 KM",operational toll roads,s,neutral,outcome,1
3042,"Operational wise, the Company improves supply chain management in 2018 to be more efficient and to support our business growth.",supply chain management,s,positive,action,2
3043,Organizational Structure includes Audit Committee and Internal Audit,corporate governance structure,s,neutral,none,1
3044,"Organizational Structure including Board of Commissioners, Audit Committee, and Corporate Secretary",governance structure,none,neutral,none,1
3045,Organizational structure includes Audit Committee and Internal Audit functions.,governance structure,none,neutral,none,1
3046,"Originating as a copra pellet producer in Surabaya back in 1971, PT Japfa Comfeed Indonesia Tbk has evolved into one of the leading agri-food companies in Indonesia.",company evolution,s,positive,outcome,1
3047,"Originating as a copra pellet producer in Surabaya back in 1971, PT Japfa Comfeed Indonesia Tbk has evolved into one of the leading agri-food companies in Indonesia.",company evolution and growth,e,positive,outcome,1
3048,Our Agribusiness Group is on track to achieve 100% ISPO certification for all mills and nucleus estates by the end of 2024.,certification target,s,positive,action,1
3049,Our Annual and Sustainability Report complies with the applicable Swedish and EU legislation and the International Financial Reporting Standards (IFRS) adopted by the EU and is prepared in accordance with the Swedish Annual Accounts Act.,compliance with reporting standards,s,neutral,outcome,1
3050,"Our BOD provides robust oversight of both ESG performance and climate-related risk governance, ensuring accountability at the highest levels of our organization.",board governance,,positive,commitment,1
3051,"Our BOD provides robust oversight of both ESG performance and climate-related risk governance, ensuring accountability at the highest levels of our organization.",board oversight of esg,e-s-g,positive,commitment,1
3052,"Our BOD provides robust oversight of both ESG performance and climate-related risk governance, ensuring accountability at the highest levels of our organization.",board oversight of sustainability,,positive,commitment,2
3053,"Our BOD provides robust oversight of both ESG performance and climate-related risk governance, ensuring accountability at the highest levels of our organization.",esg performance and climate-related risk governance oversight,e,positive,commitment,1
3054,"Our BOD provides robust oversight of both ESG performance and climate-related risk governance, ensuring accountability at the highest levels of our organization.",governance oversight,e-s-g,positive,commitment,1
3055,"Our Board of Directors (""BOD""), of which I am a part, acknowledges the importance of effective governance in executing sustainability and takes overall responsibility and accountability for the Company's sustainability strategy and performance.",board governance,s,positive,commitment,1
3056,"Our Board of Directors (""BOD""), of which I am a part, acknowledges the importance of effective governance in executing sustainability and takes overall responsibility and accountability for the Company's sustainability strategy and performance.",governance,e,positive,commitment,2
3057,Our Board of Directors acknowledges the importance of effective governance in executing sustainability and takes overall responsibility and accountability for the Company's sustainability strategy and performance.,governance,e-s-g,positive,commitment,1
3058,Our Board of Directors... takes overall responsibility and accountability for the Company's sustainability strategy and performance.,governance responsibility,e,positive,commitment,1
3059,"Our ESG principles are integrated into all of GoTo's business functions, giving us a guided path to follow as we grow and keeping us accountable to all stakeholders.",esg integration,e-s-g,positive,action,1
3060,"Our ESG principles are integrated into all of GoTo's business functions, giving us a guided path to follow as we grow and keeping us accountable to all stakeholders.",esg integration in business functions,e,positive,action,1
3061,"Our ESG strategy focuses on the well-being of our planet, our employees, and our corporation.",esg strategy,e,positive,commitment,1
3062,"Our Portfolio Brands - COS, Monki, Weekday, & Other Stories and ARKET - continued to develop well.",brand development,none,positive,outcome,1
3063,"Our Portfolio Brands - COS, Monki, Weekday, & Other Stories and ARKET - continued to develop well.",portfolio brand development,e-s,positive,outcome,2
3064,"Our Portfolio Brands - COS, Monki, Weekday, & Other Stories and ARKET - continued to develop well.",portfolio brand performance,e,positive,outcome,1
3065,Our Sustainability Disclosure complies with external reporting frameworks such as the Global Reporting Initiative (GRI) and the UN Guiding Principles Reporting Framework.,compliance with gri and un guiding principles,s,positive,outcome,1
3066,"Our Sustainability Framework continues to serve as the cornerstone of our approach to managing economic, environmental, and social impacts across and beyond our operations.",sustainability framework,none,positive,commitment,6
3067,"Our Sustainability Framework continues to serve as the cornerstone of our approach to managing economic, environmental, and social impacts across and beyond our operations.",sustainability strategy,e-s-g,positive,commitment,1
3068,"Our Sustainability Framework of the Company is based on our mission and values, and guides policy conception and procedural implementation to achieve the best results for the environment, and for economies and the communities where we operate.",sustainability framework,e,positive,commitment,1
3069,"Our Sustainability Framework of the Company is based on our mission and values, and guides policy conception and procedural implementation to achieve the best results for the environment, and for economies and the communities where we operate.",sustainability governance,none,positive,commitment,1
3070,"Our Sustainability Framework stems directly from our mission and values, and shapes our approach to managing economy, environmental, and social impacts.",sustainability framework,g,positive,commitment,5
3071,"Our Sustainability Framework... guides policy conception and procedural implementation to achieve the best results for the environment, and for economies and the communities where we operate.",sustainability strategy,e-s-g,positive,commitment,1
3072,"Our Sustainability Report is prepared in accordance with the Global Reporting Initiatives (""GRI"") Sustainability Reporting Standards and its latest GRI Universal Standards 2021.",reporting compliance,s,neutral,outcome,1
3073,"Our Sustainability Report is published annually and is prepared in accordance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017 regarding the Implementation of Sustainable Finance for Financial Services Institutions, Issuers, and Public Companies",sustainability reporting,e-s-g,neutral,outcome,2
3074,"Our Sustainability Report is published annually and is prepared in accordance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017 regarding the Implementation of Sustainable Finance for Financial Services Institutions, Issuers, and Public Companies and in accordance with the criteria in the Circular Letter of the Financial Services Authority (Surat Edaran Otoritas Jasa Keuangan or ""SEOJK"") No. 16/SEOJK.04/2021 concerning the Form and Contents of the Annual Report of Issuers or Public Companies.",regulatory compliance,s,neutral,outcome,2
3075,"Our Sustainability Report will be published annually and is prepared according to the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017 concerning the Implementation of Sustainable Finance.",regulatory compliance,g,neutral,outcome,1
3076,"Our Sustainability Report will be published annually and is prepared according to the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017 concerning the Implementation of Sustainable Finance.",reporting standards compliance,e,neutral,outcome,1
3077,"Our Sustainability Report will be published annually and is prepared according to the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017 concerning the Implementation of Sustainable Finance.",sustainability reporting,g,neutral,outcome,2
3078,"Our accomplishments in maintaining good operational performance are reflected by our FY2021 net sales, which increased 21.4% to Rp44.9 trillion.",economic performance,e,positive,outcome,1
3079,"Our accomplishments in maintaining good operational performance are reflected by our FY2021 net sales, which increased 21.4% to Rp44.9 trillion.",operational performance,none,positive,outcome,1
3080,Our achievement in social sustainability performance was our ability to retain all existing employees.,employee retention,g,positive,outcome,1
3081,Our annual Sustainability Report is created in compliance with [...] GRI Sustainability Reporting Standards and TCFD recommendations.,sustainability reporting compliance,none,neutral,outcome,1
3082,"Our annual Sustainability Report is created in compliance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017, which outlines the implementation of Sustainable Finance for Financial Services Institutions, Issuers, and Public Companies.",regulatory compliance,s,neutral,outcome,4
3083,"Our annual Sustainability Report is created in compliance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017.",regulatory compliance,none,neutral,outcome,1
3084,Our annual Sustainability Report is created in compliance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or 'POJK') No. 51/POJK.03/2017.,regulatory compliance,none,neutral,outcome,1
3085,Our annual Sustainability Report is prepared in accordance with the Financial Services Authority Regulation (POJK) No. 51/POJK.03/2017.,regulatory compliance,e-s-g,neutral,outcome,1
3086,"Our annual Sustainability Report is prepared in accordance with the Financial Services Authority Regulation (Peraturan Otoritas Jasa Keuangan or ""POJK"") No. 51/POJK.03/2017, outlining the Implementation of Sustainable Finance for Financial Services Institutions, Issuers, and Public Companies.",regulatory compliance,e-s-g,neutral,outcome,2
3087,Our annual Sustainability Report is prepared in accordance with the Financial Services Authority Regulation... and adheres to criteria specified in the Circular Letter...,reporting compliance,s,neutral,outcome,1
3088,"Our annual Sustainability Report is prepared in accordance with the Global Reporting Initiatives (""GRI"") Sustainability Reporting Standards, incorporating the latest GRI Universal Standards of 2021.",gri standards compliance,e-s-g,neutral,outcome,1
3089,Our aquaculture operation received Best Aquaculture Practice (BAP) certification,sustainable aquaculture,s,positive,outcome,1
3090,"Our areas of focus are sustainable consumption and production, animal welfare, supporting our farmers and community development.",esg focus areas,e,positive,commitment,1
3091,"Our areas of focus are sustainable consumption and production, animal welfare, supporting our farmers and community development.",sustainability focus areas,none,positive,commitment,1
3092,Our areas of focus are sustainable consumption and production.,sustainable consumption and production,e-s-g,positive,commitment,1
3093,"Our business concept is to offer the best combination of fashion, quality, price and sustainability.",business concept,none,positive,commitment,1
3094,Our climate goals are set high and results show that we reduced greenhouse gas emissions by 22 percent in 2023.,climate goals,,positive,outcome,1
3095,Our climate goals are set high and results show that we reduced greenhouse gas emissions by 22 percent in 2023.,greenhouse gas emission reduction,e,positive,outcome,1
3096,Our climate goals are set high and results show that we reduced greenhouse gas emissions by 22 percent in 2023.,greenhouse gas emissions,s,positive,outcome,1
3097,Our climate goals are set high and results show that we reduced greenhouse gas emissions by 22 percent in 2023.,greenhouse gas emissions reduction,e,positive,outcome,1
3098,Our climate goals are set high and results show that we reduced greenhouse gas emissions by 22 percent in 2023.,greenhouse gas reduction,none,positive,outcome,1
3099,Our commitment is reflected by being certified for Best Aquaculture Practice in our aquaculture operations,best aquaculture practice certification,e-s-g,positive,outcome,1
3100,Our commitment is reflected by being certified for Best Aquaculture Practice in our aquaculture operations.,certification,s,positive,outcome,2
3101,Our commitment is reflected by being certified for Best Aquaculture Practice in our aquaculture operations.,environmental certification,e,positive,outcome,1
3102,Our commitment is reflected by being certified for Best Aquaculture Practice in our aquaculture operations.,sustainable aquaculture certification,g,positive,outcome,1
3103,"Our commitment to ESG drives us to innovate responsibly, create thriving and safe work environments, and uphold the highest standards of integrity.",esg commitment,none,positive,commitment,1
3104,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain and enabled us to cope effectively with the disruption.",responsible sourcing,s,positive,action,1
3105,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain and enabled us to cope effectively with the disruption.",supply chain management,g,positive,action,1
3106,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain and enabled us to cope effectively with the disruption.",sustainable supply chain,e-s-g,positive,action,1
3107,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain and enabled us to cope effectively with the disruption.",sustainable supply chain management,g,positive,action,3
3108,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain.",responsible sourcing,e-s,positive,action,1
3109,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain.",supply chain management,g,positive,action,1
3110,"Our commitment to sustainably managed, long-term partnerships with a variety of suppliers contributed to the resilience of our supply chain.",sustainable sourcing,none,positive,action,1
3111,Our community development programs include high-quality education to the community through Rumah Belajar Anak Bintang (RAJAB),community education,e,positive,action,1
3112,"Our community development programs include high-quality education to the community through Rumah Belajar Anak Bintang (RAJAB), MAPI Retail Academy External Training, and Youth Entrepreneurship.",community development,s,positive,action,6
3113,"Our community development programs include high-quality education to the community through Rumah Belajar Anak Bintang (RAJAB), MAPI Retail Academy External Training, and Youth Entrepreneurship.",community education,g,positive,action,1
3114,"Our community development programs include high-quality education to the community through Rumah Belajar Anak Bintang (RAJAB), MAPI Retail Academy External Training, and Youth Entrepreneurship.",community education programs,e-s-g,positive,action,2
3115,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,environmental stewardship,e,positive,action,5
3116,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency,s,positive,action,1
3117,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency and resource conservation,s,positive,action,2
3118,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency upgrades,e,positive,action,2
3119,Our continued focus on cost control and profitability resulted in strong cash flow.,cost control and profitability,none,positive,outcome,2
3120,Our continued focus on cost control and profitability resulted in strong cash flow.,financial performance,s,positive,outcome,2
3121,"Our crucial environmental, social, and governance (""ESG"") material topics then dictate our key performance indicators (""KPI""), which enable us to execute our strategy and achieve measurable results across all of our Strategic Business Groups.",esg integration,none,positive,action,1
3122,"Our crucial environmental, social, and governance (""ESG"") material topics then dictate our key performance indicators (""KPI""), which enable us to execute our strategy and achieve measurable results across all of our Strategic Business Groups.",esg material topics,,positive,action,3
3123,Our cumulative average growth rate (CAGR) of net sales over the last 10 years is around 42.3%.,economic performance,e,positive,outcome,1
3124,Our cumulative average growth rate (CAGR) of net sales over the last 10 years is around 42.3%.,financial performance,e-s-g,positive,outcome,1
3125,Our cumulative average growth rate (CAGR) of net sales over the last 10 years is around 42.3%.,growth rate,g,positive,outcome,1
3126,Our customer offering - fashion and quality at the best price in a sustainable way - is more relevant than ever.,customer offering,none,positive,commitment,1
3127,"Our dedication is exemplified through the ongoing implementation of Presidential Regulation no. 111 of 2022, which focuses on the achievement of Sustainable Development Goals and represents an advancement from Presidential Regulation no. 59 of 2017.",regulatory compliance,g,positive,action,1
3128,"Our dedication is exemplified through the ongoing implementation of Presidential Regulation no. 111 of 2022, which focuses on the achievement of Sustainable Development Goals and represents an advancement from Presidential Regulation no. 59 of 2017.",regulatory implementation,e-s-g,positive,action,1
3129,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,keuntungan jangka panjang,e,positive,commitment,1
3130,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,long-term business prospects,g,positive,commitment,1
3131,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,long-term business sustainability,g,positive,commitment,1
3132,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,long-term sustainability,g,positive,commitment,1
3133,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,long-term sustainability focus,e,positive,commitment,1
3134,Our focus extends beyond short-term profits to long-term business prospects aligned with sustainability.,sustainability,none,positive,commitment,1
3135,"Our focus is on creating further conditions for increased sales, for example through our increased initiatives in respect of the store portfolio and the supply chain.",sales growth initiatives,e-s-g,positive,action,1
3136,"Our formal ESG disclosures provide GoTo stakeholders and the public with transparent, detailed information about how we are addressing critical material areas.",esg disclosure,e-s-g,positive,outcome,1
3137,"Our formal ESG disclosures provide GoTo stakeholders and the public with transparent, detailed information about how we are addressing critical material areas.",esg transparency and disclosure,none,positive,outcome,1
3138,Our goal is for 100 percent of our materials to be made from recycled or sustainably sourced materials by 2030.,material sustainability target,none,positive,commitment,1
3139,Our goal is for 100 percent of our materials to be made from recycled or sustainably sourced materials by 2030.,sustainable materials,e,positive,commitment,1
3140,Our goal is for 100 percent of our materials to be made from recycled or sustainably sourced materials by 2030.,sustainable materials goal,s,positive,commitment,2
3141,Our goal is for 100 percent of our materials to be made from recycled or sustainably sourced materials by 2030.,sustainable materials target,e,positive,commitment,2
3142,Our greatest potential for positive change across all ESG categories comes from our work with clients.,esg impact through client work,s,positive,commitment,2
3143,Our greatest potential for positive change across all ESG categories comes from our work with clients.,esg integration,none,positive,commitment,1
3144,Our initiatives in areas such as tech and AI are a significant factor in our work to always have the right product in the right place at the right time and at the right price.,technology and ai initiatives,e,positive,action,3
3145,Our initiatives in areas such as tech and AI are a significant factor in our work to always have the right product in the right place at the right time and at the right price.,technology innovation,e-s-g,positive,action,1
