,aspect,count
3359,economic impact through recycling,1
3360,CSR contributions,1
3361,pension liability management,1
3362,employee benefit expense,1
3363,liability trends,1
3364,GHG emission intensity,1
3365,Scope 3 emissions,1
3366,Business travel frequency,1
3367,GHG emission calculation method,1
3368,non-economic waste,1
3369,solid waste generated,1
3370,solid waste reuse,1
3371,hazardous solid waste generated,1
3372,hazardous liquid waste generated,1
3373,solid waste landfilling,1
3374,kepemuanan pemangku kepentingan,1
3375,Training Duration Efficiency,1
3376,komitmen pemangku kepentingan,1
3377,hubungan pemangku kepentingan,1
3378,job creation policies,1
3379,industrial regulatory compliance,1
3380,consumer protection,1
3381,local workforce development,1
3382,equity in leadership,1
3383,geographic diversity,1
3384,skilled employee retention,1
3385,turnover calculation methodology,1
3386,turnover data reporting,1
3387,job enrichment,1
3388,minimum wage adjustments,1
3389,Training Equality,1
3390,environmental financing investments,1
3391,sustainable production infrastructure,1
3392,machine energy efficiency,1
3393,recycled plastic usage,1
3394,sustainable economic performance,1
3395,political policies,1
3396,trade tensions,1
3397,political and economic governance,1
3398,investment realization,1
3399,packaging materials domestic utilization,1
3400,processing industry productivity,1
3401,monetary policy adjustments,1
3402,social cooperation and collaboration,1
3403,oil price volatility,1
3404,capital increase implementation,1
3405,financial funding,1
3406,sustainable financial resource management,1
3407,organizational structure optimization,1
3408,adaptive governance mechanisms,1
3409,operational cost efficiency,1
3410,budget efficiency,1
3411,organizational collaboration,1
3412,strategic program execution,1
3413,Net Sales,1
3414,Cost of Goods Sold Ratio,1
3415,EBITDA Performance,1
3416,Profit Margin,1
3417,cost of goods sold ratio,1
3418,loss-to-sales ratio,1
3419,EBITDA-to-sales ratio,1
3420,natural resource efficiency,1
3421,environmental damage prevention,1
3422,climate change adaptation,1
3423,Employee Training Participation,1
3424,Training Types,1
3425,Innovation Strategy,1
3426,Material aspects,1
3427,work environment deficiencies,1
3428,financial contribution,1
3429,Health & Wellbeing,1
3430,Health Facilities,1
3431,ethical grievances,1
3432,stakeholder grievances,1
3433,customer service quality,1
3434,equal treatment,1
3435,discrimination prevention,1
3436,material alternatif,1
3437,material perubahan,1
3438,ekonomi sirkular,1
3439,kebijakan lingkungan,1
3440,claim frequency,1
3441,Sustainable investments,1
3442,Training Distribution by Demographics,1
3443,Environmental management,1
3444,Environmental costs,1
3445,Material usage,1
3446,Energy efficiency,1
3447,Water management,1
3448,Conservation areas,1
3449,Biodiversity,1
3450,Emissions,1
3451,Emission reduction,1
3452,water discharge management,1
3453,GHG emissions (Scope 1),1
3454,GHG emissions (Scope 2),1
3455,Leadership Development,1
3456,Collaboration,1
3457,work behavior non-compliance,1
3458,loss manhours prevention,1
3459,zero work accident target,1
3460,Emergency response collaboration,1
3461,gender gap in training hours,1
3462,education and training expenses,1
3463,training hours by job hierarchy,1
3464,promotions,1
3465,forced labor prevention,1
3466,labor compliance,1
3467,child labor incidents,1
3468,Occupational health and safety,1
3469,Occupational accident/communicable diseases,1
3470,Occupational health and safety facilities,1
3471,Occupational health and safety facilities maintenance,1
3472,Occupational health and safety training,1
3473,OHS protocol compliance,1
3474,Occupational health and safety management systems,1
3475,Employee health insurance,1
3476,personal hygiene,1
3477,emergency response,1
3478,PPE usage,1
3479,fire safety equipment,1
3480,bahan berbahaya dan beracun,1
3481,ketahanan kerja,1
3482,ketenaguesitas keselamatan operasional,1
3483,pengoperaan mesin industri,1
3484,pengelolaan risiko kerja,1
3485,pengolahan limbah cair,1
3486,pengelolaan limbah B3,1
3487,hazard control,1
3488,administrative controls,1
3489,personal protective equipment (PPE),1
3490,transparansi pemeriksaan,1
3491,penanganan pengaduan,1
3492,kerahasiaan pelapor,1
3493,Labor risk management,1
3494,financial commitments,1
3495,green financing,1
3496,ethical integrity,1
3497,industry association memberships,1
3498,green building sustainability,1
3499,indoor air quality,1
3500,workforce education,1
3501,ethical responsibility,1
3502,long-term business impact,1
3503,ESG Risk Management,1
3504,Business Continuity Risk Management,1
3505,Risk Management Work Unit,1
3506,Risk Management Team Structure,1
3507,Procurement stability,1
3508,labor relations management,1
3509,Fraud and Corruption Prevention,1
3510,supply chain diversification,1
3511,cyber security threats,1
3512,cyber security risk mitigation,1
3513,cyber risk adaptation,1
3514,data confidentiality measures,1
3515,carbon taxes,1
3516,emission monitoring,1
3517,physical risks,1
3518,operational disruptions,1
3519,sustainable materials demand,1
3520,material circularity and low-carbon products,1
3521,facility diversification,1
3522,asset insurance,1
3523,Sustainable Supply Chain,1
3524,sanitary facilities,1
3525,CSER activities,1
3526,pollution prevention and control,1
3527,supplier principles,1
3528,climate-related risks and opportunities,1
3529,consumer health,1
3530,procurement,1
3531,material resource use,1
3532,material topic determination process,1
3533,Board approval of material topics,1
3534,anti-fraud,1
3535,natural resource use,1
3536,product quality and safety,1
3537,sustainable supply chain,1
3538,marketing transparency,1
3539,Kesehatan dan Keselamatan Karya,1
3540,Efisiensi Biaya,1
3541,Hak dan Kesejahteran Karya,1
3542,Hak Haman,1
3543,Reputasi Perusahaan,1
3544,sustainability performance review,1
3545,sustainability action plans,1
3546,healthcare provision,1
3547,monthly sustainability review,1
3548,planning commitment,1
3549,fair labor practices,1
3550,collective labor agreements,1
3551,transparent remuneration,1
3552,ethical operations,1
3553,infrastructure collaboration,1
3554,product delivery,1
3555,community outreach programs,1
3556,product information updates,1
3557,Governance and Anti-Corruption,1
3558,CO2 emissions,1
3559,market leadership in innovative building products,1
3560,energy intensity improvement,1
3561,battery-powered equipment adoption,1
3562,scope 3 energy use calculation,1
3563,energy usage intensity,1
3564,Scope 1 emissions,1
3565,NOx and SOx emissions,1
3566,Scope 3 emissions and ozone-depleting substances,1
3567,energy transition,1
3568,sustainable buildings,1
3569,environmental grievance mechanism,1
3570,sustainable materials sourcing,1
3571,environmental management funding,1
3572,operational resource efficiency,1
3573,operational efficiency monitoring,1
3574,equipment energy efficiency,1
3575,sustainability competency,1
3576,material use,1
3577,work culture sustainability,1
3578,Sustainable Product Development,1
3579,ESG Implementation,1
3580,ESG Reporting,1
3581,Responsible Business Conduct,1
3582,Kalitas Program Pelatihan,1
3583,Keamanan Kerja,1
3584,Tata Kelola,1
3585,Manajemen Lingkungan,1
3586,Komunikasi Intern,1
3587,recycled materials use,1
3588,zero waste policy,1
3589,recyclable material selection,1
3590,post-consumer plastic waste utilization (LDPE),1
3591,electricity and gasoline consumption,1
3592,gasoline consumption,1
3593,solar energy usage,1
3594,emissions targets,1
3595,environmental policy,1
3596,raw material efficiency,1
3597,environmental production practices,1
3598,sustainable building certifications,1
3599,sustainability performance improvement,1
3600,environmental technologies,1
3601,renewable energy implementation,1
3602,clean technology adoption,1
3603,Sustainability Director,1
3604,climate change management,1
3605,sustainability priorities,1
3606,performance monitoring,1
3607,climate change strategy,1
3608,short-term climate action,1
3609,mid-term climate strategy,1
3610,long-term climate strategy,1
3611,extreme heat waves,1
3612,medium-low emissions scenario,1
3613,carbon tax,1
3614,low-carbon building products,1
3615,asset damage,1
3616,climate-related costs,1
3617,climate readiness,1
3618,diversification of manufacturing sites,1
3619,climate risk governance,1
3620,risk mapping,1
3621,risk prioritization,1
3622,compliance verification,1
3623,control improvement,1
3624,low-carbon economy,1
3625,circular economy and waste management,1
3626,proses pengaduan,1
3627,IDEA Progress Measurement,1
3628,corporate initiatives,1
3629,reporting practices,1
3630,impact management,1
3631,stakeholder impact,1
3632,whistleblower channels,1
3633,employee health initiatives,1
3634,part-time employment accommodation,1
3635,involuntary part-time work,1
3636,employee survey practices,1
3637,"Inclusion, Diversity, and Equity (IDE)",1
3638,Safe and Inclusive Work Environment,1
3639,IDE Initiatives,1
3640,Employee Empowerment,1
3641,Female Leadership Retention,1
3642,Employee-Centric Prioritization,1
3643,sustainable solutions,1
3644,workplace diversity,1
3645,diversity education,1
3646,DII initiatives,1
3647,LGBTQ+ support,1
3648,disability awareness,1
3649,mental health stigma reduction,1
3650,parental leave support,1
3651,leadership diversity,1
3652,workplace well-being,1
3653,supply chain risk categorization,1
3654,leverage-based risk mitigation,1
3655,ESG risk assessment integration,1
3656,supply chain visibility,1
3657,risk-based mapping,1
3658,carbon accounting,1
3659,carbon storage,1
3660,carbon markets,1
3661,timber management,1
3662,transparency and governance,1
3663,CSRD preparation,1
3664,transparency improvement,1
3665,double materiality analysis,1
3666,diversity initiatives,1
3667,sustainability promotion,1
3668,interdisciplinary teams,1
3669,supply chain due diligence,1
3670,environmental requirements,1
3671,sustainability plan updates,1
3672,environmental certification,1
3673,social responsibility guidelines,1
3674,sustainability assessment participation,1
3675,sustainability assessment scope,1
3676,self-assessment outcomes,1
3677,client-driven transparency needs,1
3678,ESG organizational structure,1
3679,social and governance alignment,1
3680,employee inclusion initiatives,1
3681,employee education on sustainability,1
3682,climate action focus,1
3683,climate goals,1
3684,environmental policies,1
3685,climate footprint,1
3686,climate targets,1
3687,emissions management,1
3688,emission compensation,1
3689,climate finance,1
3690,climate innovation,1
3691,sustainability awareness,1
3692,societal performance,1
3693,reducing environmental footprint,1
3694,product marketing,1
3695,Solar energy usage for community resilience,1
3696,Recycled building materials,1
3697,Waste collection collaboration,1
3698,Product and renovation scrap recycling,1
3699,R&D innovation in eco-products,1
3700,Single-use packaging recycling (EPR),1
3701,Solar energy for food security,1
3702,Recycled materials for construction,1
3703,Upstream recycling partnerships,1
3704,Product scraps recycling,1
3705,R&D for sustainable building materials,1
3706,FMCG packaging recycling,1
3707,business expansion,1
3708,product sustainability,1
3709,strategic acquisitions,1
3710,quality assurance,1
3711,employee social security,1
3712,safety culture,1
3713,employee health monitoring,1
3714,procurement ethics,1
3715,ethical business practices,1
3716,quality and safety,1
3717,social hours,1
3718,social investment,1
3719,sirkularitas,1
3720,transparansi,1
3721,manajemen risiko iklim,1
3722,pemanfaatan bahan daur ulang,1
3723,produk bangunan berkelanjutan,1
3724,pemanfaatan sumber daya,1
3725,supplier performance monitoring,1
3726,material safety innovation,1
3727,product safety testing,1
3728,quality standards adherence,1
3729,governance process,1
3730,quality framework,1
3731,values,1
3732,culture,1
3733,tax reporting accuracy,1
3734,fair economic system,1
3735,supplier labor standards,1
3736,procurement technology,1
3737,policy governance,1
3738,supplier risk management,1
3739,environmental impact assessment,1
3740,general report structure,1
3741,policy compliance,1
3742,environmental policy governance,1
3743,R&D investment,1
3744,market diversification,1
3745,sustainable material advocacy,1
3746,business-society impact,1
3747,SDG contribution,1
3748,sustainability pillars,1
3749,Agenda 2030 progress monitoring,1
3750,impact,1
3751,production,1
3752,stakeholder value,1
3753,internal community,1
3754,growth strategy,1
3755,recycling initiative,1
3756,3R principle,1
3757,community and environmental partnerships,1
3758,post-consumer plastic waste utilization (PET),1
3759,post-consumer plastic waste upcycling (PP),1
3760,recycling technology,1
3761,supplier diversity,1
3762,national investor ownership,1
3763,governance_structure,1
3764,audit_independence,1
3765,financial_reporting_quality,1
3766,employee adaptability,1
3767,employment rights,1
3768,corporate responsibility,1
3769,workforce capabilities,1
3770,workforce allocation,1
3771,employee health benefits,1
3772,employee relationships,1
3773,employee team-building,1
3774,employee health and pension benefits,1
3775,governance ethics,1
3776,climate adaptation,1
3777,profit utilization,1
3778,innovation_sustainability,1
3779,social needs,1
3780,Financial reporting audit,1
3781,Cash and cash equivalents,1
3782,cash management,1
3783,liquidity,1
3784,debt-to-assets ratio,1
3785,corporate restructuring,1
3786,Employee and management share ownership,1
3787,Conflict of interest transactions,1
3788,supporting governance organs,1
3789,environmental_sustainability,1
3790,stakeholder_relations,1
3791,legal_compliance,1
3792,foreign institutional investor ownership,1
3793,public shareholder ownership,1
3794,shareholder composition,1
3795,association membership,1
3796,Wood Sourcing Certification,1
3797,Sustainable Development,1
3798,Innovation,1
3799,Climate Resilience,1
3800,Employee Well-being,1
3801,Human Capital Management,1
3802,Ethical Marketing,1
3803,integrity and compliance,1
3804,perencanaan strategi,1
3805,keseimbangan,1
3806,productivitas,1
3807,strategi berkelanjutan,1
3808,keceraman lingkungan,1
3809,proyek terintegrasi,1
3810,employee competitiveness,1
3811,employee collaboration,1
3812,corporate integrity,1
3813,property quality,1
3814,consumer trends,1
3815,operational performance,1
3816,reputation management,1
3817,business improvement,1
3818,LST integration,1
3819,social support,1
3820,stakeholder responsibility,1
3821,sustainable urban planning,1
3822,corporate office development,1
3823,environmental design,1
3824,recreation facilities,1
3825,profit allocation,1
3826,auditor_appointment,1
3827,in-house recycling,1
3828,Ethics Compliance,1
3829,capital market relations,1
3830,corporate secretarial services,1
3831,shareholder monitoring,1
3832,information dissemination,1
3833,ESG strategy,1
3834,stakeholder fairness,1
3835,external training participation,1
3836,competence development,1
3837,internal control evaluation,1
3838,audit execution,1
3839,audit follow-up monitoring,1
3840,audit quality evaluation,1
3841,Internal Audit Charter,1
3842,Audit Charter Evaluation,1
3843,Reporting Lines,1
3844,auditor_honorarium,1
3845,Risk-Based Audit Focus,1
3846,Financial Reporting Reliability,1
3847,Ethical Culture,1
3848,System Evaluation,1
3849,Internal Control Adequacy,1
3850,risk management policies,1
3851,ownership diversity,1
3852,risk management adequacy,1
3853,ethics enforcement,1
3854,political transparency,1
3855,procurement governance,1
3856,compensation policies,1
3857,share ownership reporting process,1
3858,whistleblowing system scope,1
3859,Governance Activities,1
3860,Governance Engagement,1
3861,Corporate governance leadership,1
3862,Governance compliance,1
3863,remuneration_policy,1
3864,implementation,1
3865,human rights reporting,1
3866,audit reports,1
3867,Audit Firm Selection,1
3868,Executive Compensation,1
3869,annual report review,1
3870,committee establishment,1
3871,governance obligations,1
3872,shareholder interest alignment,1
3873,environmental ethics,1
3874,Board meetings,1
3875,Meeting transparency,1
3876,Board appointment process,1
3877,Independent director,1
3878,Internal Controls & Audit,1
3879,Stakeholder Value Optimization,1
3880,Decision-Making Efficiency,1
3881,Board Meetings,1
3882,Board Effectiveness,1
3883,orientation program,1
3884,internal audit unit performance,1
3885,independent director representation,1
3886,audit independence,1
3887,accountant appointment governance,1
3888,financial reporting governance,1
3889,internal audit follow-up,1
3890,accounting complaints,1
3891,Financial reporting violations,1
3892,Material Recovery and Recycling,1
3893,Sustainable Product Lifecycle Management,1
3894,Chemical Risk Management Processes,1
3895,Teacher competency development,1
3896,policy integration,1
3897,resource efficiency improvement,1
3898,vocational training and skill development,1
3899,income generation for marginalized groups,1
3900,product packaging innovation,1
3901,Creating Shared Value (CSV),1
3902,Sosial (GRI203),1
3903,donasi materi,1
3904,biodiversitas,1
3905,pembaukan limbah plastik,1
3906,bringkas plastik,1
3907,reuse PET,1
3908,reuse PP,1
3909,welfare,1
3910,Education quality and student development,1
3911,Energy Management Metrics,1
3912,endangered species protection,1
3913,forest conservation,1
3914,Grievance Mechanism,1
3915,Community Grievance Management,1
3916,Product Lifecycle Management,1
3917,durability_safety,1
3918,waste_management,1
3919,animal_welfare,1
3920,resource_efficiency,1
3921,health & safety,1
3922,environmental collaboration,1
3923,sustainable R&D,1
3924,cost savings,1
3925,health & safety improvements,1
3926,farmer income,1
3927,agricultural product value,1
3928,renewable energy technology,1
3929,post-harvest management,1
3930,recycled material utilization rate,1
3931,materials usage,1
3932,material recycling,1
3933,recycled material volume,1
3934,operational responsibility,1
3935,waste volume,1
3936,waste recycling rate,1
3937,socially responsible production,1
3938,sustainable production processes,1
3939,hazardous material avoidance,1
3940,UV protective materials,1
3941,customer satisfaction rate,1
3942,customer satisfaction improvement,1
3943,survey methodology,1
3944,national economy support & job creation,1
3945,supplier selection criteria,1
3946,supplier evaluation,1
3947,labor standards compliance,1
3948,supply chain impact remediation,1
3949,ESG compliance in supplier selection,1
3950,labor rights enforcement,1
3951,domestic suppliers,1
3952,domestic materials procurement,1
3953,domestic supplier concentration,1
3954,business model,1
3955,komunitas,1
3956,infrastruktur,1
3957,Earthquake resilience in housing,1
3958,Sanitation facilities,1
3959,Financial Reporting,1
3960,labor disputes,1
3961,remuneration equity,1
3962,community feedback responsiveness,1
3963,Reporting Scope,1
3964,Reporting Period,1
3965,Data Accuracy,1
3966,External Assurance,1
3967,Board Selection,1
3968,Impact Management,1
3969,Responsibility Delegation,1
3970,Reporting Accountability,1
3971,Conflict Management,1
3972,Remuneration Policy,1
3973,anti-corruption policies,1
3974,energy consumption outside organization,1
3975,water resource sharing,1
3976,water discharge impact management,1
3977,water withdrawal,1
3978,operational sites near biodiversity areas,1
3979,habitat protection/restoration,1
3980,direct greenhouse gas emissions (Scope 1),1
3981,indirect energy emissions (Scope 2),1
3982,work-related ill health,1
3983,discrimination incidents,1
3984,forced labor,1
3985,supplier screening,1
3986,social impacts,1
3987,health and safety incidents,1
3988,Labeling and Product Information,1
3989,Non-compliance Incidents (Product/Service Info),1
3990,Non-compliance Incidents (Marketing),1
3991,Customer Privacy Breaches,1
3992,Data Governance,1
3993,community feedback,1
3994,health benefits,1
3995,sustainable finance innovation,1
3996,stock ownership,1
3997,meal allowances,1
3998,performance incentives,1
3999,retirement,1
4000,paternity leave,1
4001,menstrual leave,1
4002,leave utilization,1
4003,hazardous material management,1
4004,employee engagement in OHS,1
4005,govemanance of OHS,1
4006,behavioral safety training,1
4007,tool-specific safety training,1
4008,noise exposure control,1
4009,dust exposure mitigation,1
4010,workplace accidents,1
4011,safety risk mitigation,1
4012,workplace safety awareness,1
4013,workplace severity,1
4014,kemanangan karyawan,1
4015,alattreatment yang aman,1
4016,pelatihan keselamatan,1
4017,kesisaman kerja,1
4018,infrastruktur kerja,1
4019,manajemen lingkungan,1
4020,komitmen kelancaran,1
4021,renewable energy use,1
4022,emissions by type,1
4023,cultural empowerment,1
4024,environmental and social impact,1
4025,management relationship transparency,1
4026,Internal controls,1
4027,land use planning,1
4028,navigable waterways management,1
4029,plant reliability,1
4030,geothermal reserve exploration,1
4031,wind energy acquisition,1
4032,wind energy development,1
4033,geothermal capacity growth,1
4034,geothermal capacity leadership,1
4035,Government policy support for economic recovery,1
4036,Net Zero Emissions target,1
4037,energy supply distribution,1
4038,geothermal resource exploration,1
4039,geothermal energy expansion,1
4040,geothermal asset acquisition,1
4041,clean energy production,1
4042,product responsibility,1
4043,operational capacity,1
4044,geothermal steam efficiency,1
4045,resource ownership,1
4046,Power generation technology,1
4047,Drilling site selection and subsurface targeting,1
4048,R&D for drilling and efficiency improvement,1
4049,Geothermal exploration partnerships,1
4050,Well optimization techniques,1
4051,Well productivity maintenance,1
4052,technology leadership,1
4053,technology strategy development,1
4054,steam management,1
4055,energy production capacity,1
4056,internal governance practices,1
4057,steam reserve quality,1
4058,energy production,1
4059,steam sales capacity,1
4060,geothermal power plant capacity,1
4061,geothermal power plants,1
4062,renewable energy capacity,1
4063,equal services,1
4064,employment equity,1
4065,geothermal energy supply,1
4066,renewable energy strategies,1
4067,geothermal exploration permits,1
4068,geothermal capacity expansion,1
4069,electricity and steam supply,1
4070,cleaner energy future,1
4071,workplace gender challenges,1
4072,renewable energy infrastructure,1
4073,power plant development,1
4074,geothermal exploration infrastructure,1
4075,wind energy,1
4076,net zero emission,1
4077,clean energy provision,1
4078,wildlife release initiatives,1
4079,clean energy supply,1
4080,renewable energy sector development,1
4081,innovation in renewable energy,1
4082,transition to renewable energy,1
4083,subsidiary ownership,1
4084,geothermal energy production,1
4085,initial public offering (IPO),1
4086,renewable energy usage expansion,1
4087,renewable energy innovation,1
4088,Pollution Control,1
4089,HIV/AIDS Prevention,1
4090,HIV/AIDS Prevention and Control,1
4091,Occupational Safety and Health,1
4092,energy supply,1
4093,water reinjection,1
4094,sustainable finance alignment,1
4095,Ethics monitoring,1
4096,bonuses,1
4097,technical training,1
4098,environmental and safety compliance,1
4099,regulatory monitoring,1
4100,risk management audit,1
4101,Business ethics,1
4102,Ethical principles,1
4103,Ethics training,1
4104,Ethics compliance,1
4105,Ethics enforcement,1
4106,Ethics violations,1
4107,Information technology,1
4108,Stakeholder communication,1
4109,Whistleblower confidentiality,1
4110,Stakeholder Relationships,1
4111,energy resource sustainability,1
4112,Energy Supply Reliability,1
4113,Employee Development,1
4114,Sustainable Business Practices,1
4115,Community Relations,1
4116,Land Management,1
4117,Environmental Compliance,1
4118,Environmental Licensing,1
4119,Environmental Impact Management,1
4120,Environmental Performance Ratings,1
4121,ISO 14001:2015 Certification,1
4122,endangered species,1
4123,encroachment/illegal logging,1
4124,Wildlife Conservation,1
4125,Species Rehabilitation,1
4126,technical skill development,1
4127,expenditure management,1
4128,best practices in maintenance,1
4129,maintenance practices,1
4130,geothermal energy resource management,1
4131,electricity generation capacity,1
4132,reservoir enhancement,1
4133,energy reserve sustainability,1
4134,third-party validation,1
4135,energy generation efficiency,1
4136,supply chain management procedures,1
4137,supplier evaluation criteria,1
4138,corporate governance principles,1
4139,governance responsibilities,1
4140,stakeholder accountability reporting,1
4141,conflict prevention,1
4142,sustainability principles,1
4143,kelayanan CSR,1
4144,lapaporan keberlanjutan,1
4145,risiko iklim,1
4146,komite keberlanjutan,1
4147,penyusunan kebijakan keberlanjutan,1
4148,geological uncertainty,1
4149,environmental risk mitigation,1
4150,renewable energy expansion,1
4151,ESG risks,1
4152,subsurface data acquisition,1
4153,geological data integration,1
4154,peer review process,1
4155,reservoir surveillance,1
4156,steam supply and reinjection,1
4157,organizational capacity,1
4158,energy supply dependency,1
4159,waste generation,1
4160,community_impact,1
4161,Habitat Restoration,1
4162,supplier ESG awareness,1
4163,Telecommunications Society Engagement,1
4164,Infrastructure Partnerships,1
4165,Sustainability Governance framework,1
4166,Governance framework (audits and consultations),1
4167,corporate strategy integration,1
4168,board-level committee,1
4169,produk dan layanan,1
4170,diversitas,1
4171,operational sustainability,1
4172,employee education,1
4173,risk awareness training,1
4174,risk disclosure,1
4175,risk policy evaluation,1
4176,ESG training,1
4177,infrastructure theft,1
4178,vat_payment,1
4179,land conflicts,1
4180,communication access,1
4181,stakeholder reporting,1
4182,performance measurement,1
4183,roadmap execution,1
4184,prinsip keberlanjutan,1
4185,mendeteksi governança (governance),1
4186,manajemen infrastruktur,1
4187,perolehan dan pengembangan (HR development),1
4188,kolaborasi pemangku kepentingan,1
4189,perefekasan performa,1
4190,perumusan risiko,1
4191,cost management strategy,1
4192,governance-related taxation compliance and economic contribution,1
4193,Regulatory Compliance Collaboration,1
4194,Capital Market Engagement,1
4195,Telecommunications Infrastructure Collaboration,1
4196,local supplier participation,1
4197,Pelestarian Alam,1
4198,Kesan Budaya,1
4199,asset acquisition,1
4200,sustainable societal impact,1
4201,teamwork collaboration,1
4202,stakeholder value creation,1
4203,core values adoption,1
4204,ethics and trustworthiness,1
4205,national interest prioritization,1
4206,Trustworthiness,1
4207,Integrity,1
4208,Responsibility,1
4209,Ethical Standards,1
4210,Ethical Leadership,1
4211,Employee Competence,1
4212,Team Learning,1
4213,Operational Excellence,1
4214,technology for social impact,1
4215,adaptability,1
4216,technological improvement,1
4217,proactive behavior,1
4218,resource synergy,1
4219,resource utilization,1
4220,power supply,1
4221,battery backup,1
4222,collaboration with SOEs and subsidiaries,1
4223,domestic production prioritization,1
4224,domestic product preference,1
4225,local supplier collaboration,1
4226,tax_payments,1
4227,environmental management system and sustainability policy,1
4228,customer experience monitoring,1
4229,social responsibility spending,1
4230,remuneration factors,1
4231,3P remuneration method,1
4232,above minimum wage,1
4233,diversity training,1
4234,career equality,1
4235,diversity strategy,1
4236,labor practice compliance,1
4237,Occupational Health and Safety Management,1
4238,continuous improvement in occupational health,1
4239,workplace safety outcomes,1
4240,worker competency development,1
4241,management review,1
4242,CSR implementation,1
4243,orphan welfare,1
4244,environmental spending,1
4245,energi terbarukan,1
4246,grievance redressal mechanism,1
4247,SLA fulfillment,1
4248,sustainable_materials,1
4249,customer_health_safety,1
4250,renewable_energy_usage,1
4251,radiation_safety,1
4252,product_recalls,1
4253,quality_management_system,1
4254,customer_satisfaction_survey,1
4255,complaint_resolution,1
4256,customer complaints handling,1
4257,technology integration for service delivery,1
4258,customer service responsiveness,1
4259,complaint resolution process,1
4260,competitive salary,1
4261,energy generation,1
4262,Education and Training Funding,1
4263,Employee Scholarships,1
4264,pemanfaatan energi,1
4265,Pengemission,1
4266,air pollution,1
4267,sistem energi,1
4268,carbon management,1
4269,material efficiency,1
4270,infrastructure sustainability,1
4271,digital systems integration,1
4272,hazardous waste,1
4273,final disposal,1
4274,social impact awareness,1
4275,community benefits,1
4276,complaint management,1
4277,Employment Equality,1
4278,Diversity and Inclusion,1
4279,Equal Opportunity Policies,1
4280,Promotion Opportunities,1
4281,Non-Discrimination,1
4282,Transparency in Recruitment,1
4283,Workforce Size,1
4284,demographic diversity,1
4285,voluntary turnover rate,1
4286,Pelatihan dan pengembangan karyawan,1
4287,Kesetaraan akses,1
4288,Manajemen program pelatihan,1
4289,Investasi jangka panjang SDM,1
4290,Inklusifitas,1
4291,ISO 14001 Implementation,1
4292,Employee Training Programs,1
4293,Habitat Assessment,1
4294,Biodiversity Monitoring,1
4295,Auditor independence,1
4296,export tax contributions,1
4297,stakeholder obligations,1
4298,sustainability standards,1
4299,Sustainability reporting framework,1
4300,sustainability aligns with SDGs,1
4301,safety incidents,1
4302,emission management,1
4303,mining and processing,1
4304,hilirisasi,1
4305,industry focus,1
4306,mining investment,1
4307,company rebranding,1
4308,compliance with government regulations,1
4309,community disaster response,1
4310,water tax compliance,1
4311,ESG disclosure maturity,1
4312,water contamination,1
4313,economic CSR performance,1
4314,social governance,1
4315,stakeholder engagement strategy,1
4316,community-based water facilities,1
4317,environmental footprint reduction,1
4318,climate resilience strategies,1
4319,business continuity planning,1
4320,ESG integration frameworks,1
4321,bauxite_residue_utilization,1
4322,air_emissions,1
4323,water_intensity,1
4324,mine_rehabilitation,1
4325,management system effectiveness,1
4326,continuous monitoring,1
4327,bauxite residue reuse,1
4328,economic risk management,1
4329,sustainability targets,1
4330,sustainability initiatives,1
4331,transformation,1
4332,property portfolio development,1
4333,innovation in products,1
4334,housing safety and environmental health,1
4335,green environment,1
4336,management experience,1
4337,cultural/religious events,1
4338,sustainable design,1
4339,green infrastructure,1
4340,religious community engagement,1
4341,cultural events,1
4342,economic growth stabilization,1
4343,tourism and cultural engagement,1
4344,ethics and values,1
4345,violation reporting system,1
4346,infrastruktur ramah lingkungan,1
4347,property management,1
4348,urban housing development,1
4349,green residences,1
4350,societal impact,1
4351,smelter and supporting facilities,1
4352,environmental implementation,1
4353,social implementation,1
4354,governance implementation,1
4355,economic performance and value to society,1
4356,village intervention,1
4357,workforce gender diversity,1
4358,workplace safety incidents,1
4359,sustainability framework alignment,1
4360,people and culture,1
4361,water use efficiency,1
4362,local community engagement and development,1
4363,financing capital,1
4364,contractor compliance,1
4365,fatigue management,1
4366,fatigue mitigation,1
4367,OHS program implementation,1
4368,workplace accident prevention,1
4369,community input integration,1
4370,community development programs,1
4371,blood donation programs,1
4372,community partnership,1
4373,public health outcomes,1
4374,award recognition,1
4375,education methodologies,1
4376,CSR award,1
4377,market access,1
4378,business licensing,1
4379,environmental violations,1
4380,traditional business development,1
4381,women entrepreneurship,1
4382,dust management,1
4383,hazardous waste spills,1
4384,chemical use,1
4385,waste classification,1
4386,residue monitoring,1
4387,soil stability,1
4388,groundwater usage,1
4389,dust control,1
4390,vegetation management,1
4391,dust,1
4392,dust mitigation,1
4393,air quality compliance,1
4394,personal data confidentiality,1
4395,employee health services,1
4396,behavior-based safety,1
4397,pelatihan dan pemeriksaan kesehatan,1
4398,waste capacity,1
4399,community conflict,1
4400,process innovation,1
4401,community program implementation,1
4402,illegal land clearing,1
4403,sustainable food systems,1
4404,job creation,1
4405,SME formalization,1
4406,Water usage,1
4407,Carbon emissions,1
4408,Safety incidents,1
4409,water usage efficiency,1
4410,climate action policies,1
4411,workplace,1
4412,training alignment,1
4413,esg training,1
4414,board training,1
4415,tailored training,1
4416,training coverage,1
4417,employee training hours,1
4418,ESG training for executives,1
4419,standar K3,1
4420,implementasi sistem K3,1
4421,audit sistem K3,1
